category,type,name,text,action,nextCategory,mental
s3_vacation,나레이션,,"(하나 둘씩 과제가 올라오지만, 나는 너무나도 하기 싫어서 미룬다.)",,,
s3_vacation,,나,"아 이제 해야하는데, 어떡하지?",,,
s3_vacation,선택지2,,이제부터라도 조금씩 시작한다.,,s3_study,
s3_vacation,선택지2,,조금만 더 쉰다.,,s3_dontStudy,
,,,,,,
s3_study,,나,그래도 지금부터는 해야지. 지금 안하면 답없다 이거.,,,
s3_study,나레이션,,(어렵지만 조금씩 해보는 나. 자신을 이겨낸 모습이 대단하다.),,,
s3_study,나레이션,,(불빛은 오랫동안 나이 과제하는 모습을 비춘다.),,,
s3_study,나레이션,,멘탈지수 소폭 상승,,s3_exam2,10
,,,,,,
s3_dontStudy,,나,어차피 늦었다. 그냥 대충해서 내자.,,,
s3_dontStudy,나레이션,,"(쉬어도 마음이 불편한데, 공부는 더 하기 싫은 너무나도 짜증나는 상황.)",,,
s3_dontStudy,나레이션,,(나는 마음이 불편해도 쉬는 것을 택한다.),,,
s3_dontStudy,,나,아 이젠 정말 해야 하는데….,,,
s3_dontStudy,,나,오늘 밤까지 제출인데 미치겠네.,,,
s3_dontStudy,나레이션,,"(결국, 나는 미루다가 대충 과제를 제출하고 말았다.)",,,
s3_dontStudy,나레이션,,멘탈지수 소폭 하락,,s3_exam2,-10
,,,,,,
s3_exam2,나레이션,,(시간이 흘러서 시험기간이 되었다.),ToLibrary,,
s3_exam2,,나,"아, 진짜 너무 어렵네.",,,
s3_exam2,,대학친구2,야 그러게 나눠서 듣지. 왜 몰아 듣냐?,,,
s3_exam2,,나,미래의 내가 다 할거라고 생각했는데. 그런데 너무 어렵다. 정신 나가겠네.,,,
s3_exam2,,대학친구2,정신이 나가 버린건 과거의 너였고.,,,
s3_exam2,,나,야 뭐 도움될만한거 없냐? 족보있잖아.,,,
s3_exam2,,대학친구2,여기 있다. 달달 외어라.,,,
s3_exam2,,나,굿. 좋았다.,,,
s3_exam2,나레이션,,(말없이 외우는 나. 이제는 이런 상황이 익숙하다.),,,
s3_exam2,나레이션,,"(시험날이 되었고, 나는 족보의 힘으로 그럭저럭 시험을 보고 나왔다.)",,,
s3_exam2,,나,으아…. 피곤하다.,,,
s3_exam2,나레이션,,(나는 어제 밤을 새서 너무나도 피곤했다.),,,
s3_exam2,,나,야. 나 먼저 갈게.,,,
s3_exam2,,대학친구2,어 그래. 가라.,,,
s3_exam2,,나,너무 피곤하다.,,,
s3_exam2,나레이션,,(이내 집에 도착한 나는 침대에 누워 잠을 청했다.),ToRoom,,
s3_exam2,나레이션,,(그렇게 3학년이 끝나가고 있었다.),,,
s3_exam2,끝,,,EndStage,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
stage4,나레이션,,(3학년의 마지막이 끝나고 방학이 찾아왔다.),ToRoom,,
stage4,,나,이제 방학도 얼마 없어. 어떡하지?,,,
stage4,,나,"졸업준비도 슬슬 해야 하고, 인턴 면접 할게 더 많네?",,,
stage4,나레이션,,"(말은 이렇게 하는데, 행동은 정말 하기 싫어하는 모양이다.)",,,
stage4,,나,진짜 하자. 딱 1년만 빡세게 하자고. 공부 열심히 했잖아.,,,
stage4,나레이션,,(나는 이번 방학에는 가고 싶은 회사나 요구조건 등을 조사했다.),,,
stage4,,나,졸업평가도 해야지.,,,
stage4,,나,왜 항상 우리는 단계를 나아가려면 평가를 거쳐야 할까?,,,
stage4,나레이션,,(이제는 구조적인 문제에 의문을 가지는 나.의문을 가져도 어쩔 수 없다.),,,
stage4,,나,그냥 아무 생각없이 하자.,,,
stage4,나레이션,,"(시간이 지나고, 4학년이 시작되었다.)",,,
stage4,,나,오 야 진짜 오랜만이다!,ToSchool,,
stage4,,대학친구1,어 휴학안하고 어떻게 버텼냐 ㅋㅋ,,,
stage4,,나,모르겠다. 저번학기 진짜 힘들었음.,,,
stage4,,대학친구1,어 그래. 그래도 버텼네.,,,
stage4,,나,야 그보다 너는 1년동안 뭐했냐?,,,
stage4,,대학친구1,나? 그냥 여행갔다왔음.,,,
stage4,,나,여행을 1년동안?,,,
stage4,,대학친구1,이때까지 돈 모은걸로 이곳저곳 다녀왔지.,,,
stage4,,나,오…. 그래서 어땠는데?,,,
stage4,,대학친구1,그냥 뭐…. 좋았지.,,,
stage4,,나,좋겠다. 세계여행도 갔다 오고.,,,
stage4,,대학친구1,근들갑이야. 다 하면 돼~,,,
stage4,,나,그래…. 나도 이번 년도 끝나면 바로 여행가야겠네.,,,
stage4,,대학친구1,그러고 보니까 마지막이네.,,,
stage4,,대학친구1,이야. 만난지 엇그제 같은데 벌써 마지막이야?,,,
stage4,,나,세월 빠르다. 진짜 빠름.,,,
stage4,,대학친구1,"오랜만에 만났는데, 피씨방 한번 어떠냐?",,,
stage4,,나,그래.,,,
stage4,나레이션,,(3학년에 거의 가지 않던 피씨방에 오랜만에 절친과 가는 나.),ToPCRoom,,
stage4,,나,야 같이 하니까 진짜 재밌네.,,,
stage4,,대학친구1,힘들 때 말해라. 가끔씩 게임하자.,,,
stage4,,나,그래. 고맙다.,,,
stage4,나레이션,,(4학년의 초창기가 이렇게 지나간다.),ToCafe,,
stage4,나레이션,,(나는 졸업평가와 학업 그리고 인턴 작업 조사 등 어려가지 일들을 병행중이다.),,,
stage4,,나,"3학년 때에도 할 게 진짜 많았는데, 4학년은 비교가 안되네.",,,
stage4,나레이션,,"(3학년의 팀플 경험으로 다져진 나는, 졸업평가 팀플레이도 적응하면서 진행중이다.)",,,
stage4,,나,네. 다들 다음 시간에 뵐게요.,,,
stage4,나레이션,,"(여느 때와 같이 팀플이 끝나고, 나는 인턴 회사 조사를 한다.)",ToRoom,,
stage4,,나,조건 보면서 하면 답이 없다. 되는 거 다 넣어보자.,,,
stage4,나레이션,,(힘든 현실을 자각하는 나. 본인이 선택하는 것이 아닌 상대가 나를 선택하는 것을 깨닫는다.),,,
stage4,나레이션,,"(그렇게 시간이 지나가고, 나의 일상도 계속되었다.)",,,
stage4,,대학교수2,…….오늘 강의는 여기까지 입니다.,ToClass4,,
stage4,,대학친구1,야 오늘 뭐 일없냐? 술이나 마실래?,,,
stage4,,나,아 미안하다. 내가 오늘 좀 바빠서.,,,
stage4,,대학친구1,아 그래? 알겠다.,,,
stage4,끝,,,StartStage4,,
